12-B1,2025-05-13 16:30:09
12-B1,2025-05-13 16:30:09
12-B1,2025-05-13 16:30:10
12-B1,2025-05-13 16:30:10
12-B1,2025-05-13 16:30:10
12-B1,2025-05-13 16:30:10
12-B1,2025-05-13 16:30:10
12-B1,2025-05-13 16:30:11
166,2025-05-13 16:33:50
168.88,2025-05-13 16:33:51
168B8,2025-05-13 16:33:51
168.88,2025-05-13 16:33:51
168.88,2025-05-13 16:33:52
168.88,2025-05-13 16:33:52
168.88,2025-05-13 16:33:53
168.88,2025-05-13 16:33:53
168.88,2025-05-13 16:33:53
12-B1,2025-05-13 16:33:54
12-B1,2025-05-13 16:33:54
12-B1,2025-05-13 16:33:54
72-B1,2025-05-13 16:33:55
72-B1,2025-05-13 16:33:56
12-B1,2025-05-13 16:33:56
12-B1,2025-05-13 16:33:56
12-B1,2025-05-13 16:33:57
68.80,2025-05-13 16:33:57
168.88,2025-05-13 16:33:57
12-B1,2025-05-13 16:33:57
12-B1,2025-05-13 16:33:58
168.88,2025-05-13 16:33:58
12-B1,2025-05-13 16:33:58
168.88,2025-05-13 16:33:58
12-B1,2025-05-13 16:33:59
12-B1,2025-05-13 16:33:59
168.88,2025-05-13 16:33:59
12-B1,2025-05-13 16:33:59
12-B1,2025-05-13 16:34:00
12-B1,2025-05-13 16:34:00
12-B1,2025-05-13 16:34:00
12-B1,2025-05-13 16:34:00
72-B1,2025-05-13 16:34:01
72-B1,2025-05-13 16:34:01
72-B1,2025-05-13 16:34:01
72-B1,2025-05-13 16:34:02
72-B1,2025-05-13 16:34:03
72-B1,2025-05-13 16:34:03
12-B1,2025-05-13 16:34:03
72-B1,2025-05-13 16:34:04
160.00,2025-05-13 16:34:04
72-B1,2025-05-13 16:34:05
168 981,2025-05-13 16:34:05
72-B1,2025-05-13 16:34:05
72-B1,2025-05-13 16:34:05
72-B1,2025-05-13 16:34:06
2-B1,2025-05-13 16:34:06
2-B1,2025-05-13 16:34:07
2-B1,2025-05-13 16:34:07
2-B1,2025-05-13 16:34:07
2-B1,2025-05-13 16:34:07
2-B1,2025-05-13 16:34:08
2-B1,2025-05-13 16:34:08
12-BI,2025-05-13 16:34:08
12-B1,2025-05-13 16:34:08
12-BI,2025-05-13 16:34:08
12-BI,2025-05-13 16:34:09
12-B1,2025-05-13 16:34:09
12-B1,2025-05-13 16:34:10
12-B1,2025-05-13 16:34:11
12-B1,2025-05-13 16:34:11
12-B1,2025-05-13 16:34:12
12-B1,2025-05-13 16:34:12
12-B1,2025-05-13 16:34:12
12-B1,2025-05-13 16:34:12
12-B1,2025-05-13 16:34:12
12-B1,2025-05-13 16:34:13
12-B1,2025-05-13 16:34:13
12-B1,2025-05-13 16:34:13
12-B1,2025-05-13 16:34:13
12-B1,2025-05-13 16:34:14
12-B1,2025-05-13 16:34:14
12-B1,2025-05-13 16:34:14
12-B1,2025-05-13 16:34:14
168.88,2025-05-13 16:34:15
12-B1,2025-05-13 16:34:15
12-B1,2025-05-13 16:34:15
12-B1,2025-05-13 16:34:15
12-B1,2025-05-13 16:34:16
12-B1,2025-05-13 16:34:16
12-B1,2025-05-13 16:34:17
12-B1,2025-05-13 16:34:18
12-B1,2025-05-13 16:34:18
12-B1,2025-05-13 16:34:18
12-B1,2025-05-13 16:34:19
12-B1,2025-05-13 16:34:19
12-B1,2025-05-13 16:34:19
12-B1,2025-05-13 16:34:19
12-B1,2025-05-13 16:34:20
12-B1,2025-05-13 16:34:20
468.86,2025-05-13 16:34:20
12-B1,2025-05-13 16:34:20
12-B1,2025-05-13 16:34:20
12-B1,2025-05-13 16:34:21
12-B1,2025-05-13 16:34:21
12-B1,2025-05-13 16:34:21
12-B1,2025-05-13 16:34:22
12-B1,2025-05-13 16:34:22
12-B1,2025-05-13 16:34:22
12-B1,2025-05-13 16:34:22
12-B1,2025-05-13 16:34:23
12-B1,2025-05-13 16:34:23
12-B1,2025-05-13 16:34:24
12-BI,2025-05-13 16:34:24
12-B1,2025-05-13 16:34:25
12-B1,2025-05-13 16:34:25
12-B1,2025-05-13 16:34:25
12-B1,2025-05-13 16:34:26
12-B1,2025-05-13 16:34:26
12-B1,2025-05-13 16:34:26
12-B1,2025-05-13 16:34:27
12-B1,2025-05-13 16:34:27
12-B1,2025-05-13 16:34:28
12-B1,2025-05-13 16:34:28
12-B1,2025-05-13 16:34:28
12-B1,2025-05-13 16:34:29
12-B1,2025-05-13 16:34:29
12-B1,2025-05-13 16:34:30
12-B1,2025-05-13 16:34:30
12-B1,2025-05-13 16:34:31
0,2025-05-13 16:34:33
12,2025-05-13 16:34:34
12 R1,2025-05-13 16:34:34
B1,2025-05-13 16:34:34
12,2025-05-13 16:34:35
O,2025-05-13 16:34:35
12 -,2025-05-13 16:34:36
B1,2025-05-13 16:34:36
12-B1,2025-05-13 16:34:37
12-B1,2025-05-13 16:34:37
12 `,2025-05-13 16:34:37
12-B1,2025-05-13 16:34:38
I2-B1,2025-05-13 16:34:38
0,2025-05-13 16:34:39
12 `,2025-05-13 16:34:40
12-6;,2025-05-13 16:34:41
12-6;,2025-05-13 16:34:41
12,2025-05-13 16:34:41
12-B1,2025-05-13 16:34:42
12-B1,2025-05-13 16:34:43
12-B1,2025-05-13 16:34:43
12-B1,2025-05-13 16:34:44
168.88,2025-05-13 16:34:44
B7,2025-05-13 16:34:45
12-B1,2025-05-13 16:34:45
12-B1,2025-05-13 16:34:45
12-B1,2025-05-13 16:34:46
12-BI,2025-05-13 16:34:47
12-B1,2025-05-13 16:34:47
12-B1,2025-05-13 16:34:48
12-B1,2025-05-13 16:34:49
12-B1,2025-05-13 16:34:49
12-B1,2025-05-13 16:34:49
12-B1,2025-05-13 16:34:50
12-B1,2025-05-13 16:34:50
12-B1,2025-05-13 16:34:50
12-B1,2025-05-13 16:34:51
12-B1,2025-05-13 16:34:51
12-B1,2025-05-13 16:34:52
12-B1,2025-05-13 16:34:52
12-B1,2025-05-13 16:34:52
12-B1,2025-05-13 16:34:53
12-B1,2025-05-13 16:34:53
12-B1,2025-05-13 16:34:53
12-B1,2025-05-13 16:34:54
12-B1,2025-05-13 16:34:54
12-B1,2025-05-13 16:34:55
12-B1,2025-05-13 16:34:55
12-B1,2025-05-13 16:34:56
12-B1,2025-05-13 16:34:56
12-B1,2025-05-13 16:34:57
12-B1,2025-05-13 16:34:57
12-B1,2025-05-13 16:34:58
12-B1,2025-05-13 16:34:58
12-B1,2025-05-13 16:34:58
12-B1,2025-05-13 16:34:59
12-B1,2025-05-13 16:34:59
12-B1,2025-05-13 16:34:59
12-B1,2025-05-13 16:35:00
12-B1,2025-05-13 16:35:00
12-B1,2025-05-13 16:35:01
12-B1,2025-05-13 16:35:01
12-B1,2025-05-13 16:35:01
12-B1,2025-05-13 16:35:02
12-B1,2025-05-13 16:35:02
12-B1,2025-05-13 16:35:03
12-B1,2025-05-13 16:35:03
12-B1,2025-05-13 16:35:04
12-B1,2025-05-13 16:35:04
12-B1,2025-05-13 16:35:05
12-B1,2025-05-13 16:35:05
12-B1,2025-05-13 16:35:06
12-B1,2025-05-13 16:35:06
12-B1,2025-05-13 16:35:06
12-B1,2025-05-13 16:35:07
82,2025-05-13 16:35:07
12-B1,2025-05-13 16:35:07
12-B1,2025-05-13 16:35:08
12-B1,2025-05-13 16:35:08
12-B1,2025-05-13 16:35:08
12-B1,2025-05-13 16:35:09
12-B1,2025-05-13 16:35:09
12-B1,2025-05-13 16:35:09
12-B1,2025-05-13 16:35:09
12-B1,2025-05-13 16:35:10
12-B1,2025-05-13 16:35:10
12-B1,2025-05-13 16:35:10
12-B1,2025-05-13 16:35:11
12-B1,2025-05-13 16:35:11
12-B1,2025-05-13 16:35:12
12-B1,2025-05-13 16:35:12
12-B1,2025-05-13 16:35:13
12-B1,2025-05-13 16:35:14
12-B1,2025-05-13 16:35:14
12-B1,2025-05-13 16:35:14
12-B1,2025-05-13 16:35:15
12-B1,2025-05-13 16:35:15
12-B1,2025-05-13 16:35:15
12-B1,2025-05-13 16:35:16
12-B1,2025-05-13 16:35:16
12-B1,2025-05-13 16:35:17
12-B1,2025-05-13 16:35:17
12-B1,2025-05-13 16:35:18
12-B1,2025-05-13 16:35:18
12-B1,2025-05-13 16:35:18
12-B1,2025-05-13 16:35:19
12-B1,2025-05-13 16:35:19
12-B1,2025-05-13 16:35:20
12-81,2025-05-13 16:35:21
12-B1,2025-05-13 16:35:22
68.88,2025-05-13 16:35:23
H,2025-05-13 16:35:24
12-B1,2025-05-13 16:35:24
12-B1,2025-05-13 16:35:24
12-B1,2025-05-13 16:35:24
12-B1,2025-05-13 16:35:25
12-B1,2025-05-13 16:35:25
12-B1,2025-05-13 16:35:26
0,2025-05-13 16:35:26
12-B1,2025-05-13 16:35:26
99,2025-05-13 16:35:27
29-C1,2025-05-13 16:35:27
99,2025-05-13 16:35:27
29-C1,2025-05-13 16:35:28
99,2025-05-13 16:35:28
99,2025-05-13 16:35:28
99,2025-05-13 16:35:29
29-C1,2025-05-13 16:35:29
99,2025-05-13 16:35:30
29-C1,2025-05-13 16:35:30
29-C1,2025-05-13 16:35:31
29-C1,2025-05-13 16:35:31
29-C1,2025-05-13 16:35:32
29-C1,2025-05-13 16:35:32
'Q00,2025-05-13 16:35:32
29-C1,2025-05-13 16:35:32
29-C1,2025-05-13 16:35:33
29-C1,2025-05-13 16:35:33
29-C1,2025-05-13 16:35:33
29-C1,2025-05-13 16:35:33
29-C1,2025-05-13 16:35:33
29-C1,2025-05-13 16:35:34
29-C1,2025-05-13 16:35:34
29-C1,2025-05-13 16:35:34
0,2025-05-13 16:35:35
29-C1,2025-05-13 16:35:35
29-C1,2025-05-13 16:35:35
29-C1,2025-05-13 16:35:35
29-C1,2025-05-13 16:35:35
29-C1,2025-05-13 16:35:35
29-C1,2025-05-13 16:35:36
29-C1,2025-05-13 16:35:36
29-C1,2025-05-13 16:35:36
29-C1,2025-05-13 16:35:36
29-C1,2025-05-13 16:35:37
29-C1,2025-05-13 16:35:37
29-C1,2025-05-13 16:35:37
29-[1,2025-05-13 16:35:38
29-C1,2025-05-13 16:35:38
29-[1,2025-05-13 16:35:39
29,2025-05-13 16:35:39
29-C1,2025-05-13 16:35:39
29-C1,2025-05-13 16:35:40
29-C1,2025-05-13 16:35:40
29-C1,2025-05-13 16:35:40
29-C1,2025-05-13 16:35:41
29-C1,2025-05-13 16:35:41
29-C1,2025-05-13 16:35:41
29-C1,2025-05-13 16:35:41
29-C1,2025-05-13 16:35:41
29-C1,2025-05-13 16:35:42
29-C1,2025-05-13 16:35:42
29-C1,2025-05-13 16:35:42
29-C1,2025-05-13 16:35:42
29-[1,2025-05-13 16:35:42
29-C1,2025-05-13 16:35:42
29,2025-05-13 16:35:43
29-C1,2025-05-13 16:35:43
29,2025-05-13 16:35:43
29-C1,2025-05-13 16:35:43
29-C1,2025-05-13 16:35:43
29-C1,2025-05-13 16:35:43
29-C1,2025-05-13 16:35:44
29,2025-05-13 16:35:44
29-C1,2025-05-13 16:35:44
29-C1,2025-05-13 16:35:44
29-C1,2025-05-13 16:35:44
29-C1,2025-05-13 16:35:45
29-C1,2025-05-13 16:35:45
29-C1,2025-05-13 16:35:45
991,2025-05-13 16:35:45
29-C1,2025-05-13 16:35:45
29-C1,2025-05-13 16:35:46
29-C1,2025-05-13 16:35:46
JJ3.99,2025-05-13 16:35:47
993.99,2025-05-13 16:35:47
29-C1,2025-05-13 16:35:48
29-C1,2025-05-13 16:35:48
999.99,2025-05-13 16:35:49
999.99,2025-05-13 16:35:49
999.991,2025-05-13 16:35:49
29-C1,2025-05-13 16:35:49
79-C1,2025-05-13 16:35:49
999.99,2025-05-13 16:35:50
999.99,2025-05-13 16:35:50
29-C1,2025-05-13 16:35:50
999.99,2025-05-13 16:35:50
999.99,2025-05-13 16:35:50
999.99,2025-05-13 16:35:51
29-C1,2025-05-13 16:35:51
29-C1,2025-05-13 16:35:51
29-C1,2025-05-13 16:35:51
29-C1,2025-05-13 16:35:52
29-C1,2025-05-13 16:35:52
29-C1,2025-05-13 16:35:52
29-C1,2025-05-13 16:35:52
29-C1,2025-05-13 16:35:52
999.991,2025-05-13 16:35:52
999.99,2025-05-13 16:35:53
29-C1,2025-05-13 16:35:53
999.99,2025-05-13 16:35:53
29-C1,2025-05-13 16:35:53
29-C1,2025-05-13 16:35:53
999.99,2025-05-13 16:35:54
999.991,2025-05-13 16:35:54
999.991,2025-05-13 16:35:54
29-C1,2025-05-13 16:35:55
999.991,2025-05-13 16:35:55
999.991,2025-05-13 16:35:55
999.99,2025-05-13 16:35:56
999.99,2025-05-13 16:35:56
29-C1,2025-05-13 16:35:57
29-C1,2025-05-13 16:35:57
29-C1,2025-05-13 16:35:58
29-C1,2025-05-13 16:35:58
29-C1,2025-05-13 16:35:58
999.991,2025-05-13 16:35:58
999.991,2025-05-13 16:35:58
999.991,2025-05-13 16:35:58
999.99,2025-05-13 16:35:59
29-C1,2025-05-13 16:35:59
999.99,2025-05-13 16:35:59
999.991,2025-05-13 16:35:59
999.991,2025-05-13 16:36:00
.991,2025-05-13 16:36:00
999.991,2025-05-13 16:36:00
999.991,2025-05-13 16:36:00
999.991,2025-05-13 16:36:01
29-C1,2025-05-13 16:36:01
29-C1,2025-05-13 16:36:01
29-C1,2025-05-13 16:36:01
29-C1,2025-05-13 16:36:02
29-C1,2025-05-13 16:36:02
999 901,2025-05-13 16:36:02
29-C1,2025-05-13 16:36:02
29-C1,2025-05-13 16:36:02
999 90,2025-05-13 16:36:03
29-C1,2025-05-13 16:36:03
29-C1,2025-05-13 16:36:04
0,2025-05-13 16:36:07
29-C1,2025-05-13 16:36:08
29-C1,2025-05-13 16:36:08
29-C1,2025-05-13 16:36:08
29-C1,2025-05-13 16:36:08
29-C1,2025-05-13 16:36:08
29-C1,2025-05-13 16:36:09
29-C1,2025-05-13 16:36:09
29-C1,2025-05-13 16:36:09
29-C1,2025-05-13 16:36:09
29-C1,2025-05-13 16:36:10
0,2025-05-13 16:36:10
29-C1,2025-05-13 16:36:10
29-C1,2025-05-13 16:36:10
29-C1,2025-05-13 16:36:10
29,2025-05-13 16:36:11
29-C1,2025-05-13 16:36:11
29 C1,2025-05-13 16:36:11
29-C1,2025-05-13 16:36:12
29-C1,2025-05-13 16:36:12
29-C1,2025-05-13 16:36:12
29-C1,2025-05-13 16:36:13
29-C1,2025-05-13 16:36:13
29-C1,2025-05-13 16:36:13
29-C1,2025-05-13 16:36:14
29-C1,2025-05-13 16:36:14
29-C1,2025-05-13 16:36:15
29-C1,2025-05-13 16:36:16
29-C1,2025-05-13 16:36:16
29-C1,2025-05-13 16:36:16
29-C1,2025-05-13 16:36:16
29-C1,2025-05-13 16:36:17
29-C1,2025-05-13 16:36:17
29-C1,2025-05-13 16:36:17
29-C1,2025-05-13 16:36:17
29-C1,2025-05-13 16:36:17
29-C1,2025-05-13 16:36:18
29-C1,2025-05-13 16:36:18
29-C1,2025-05-13 16:36:18
29-C1,2025-05-13 16:36:18
29-C1,2025-05-13 16:36:18
29-C1,2025-05-13 16:36:18
29-C1,2025-05-13 16:36:19
29-C1,2025-05-13 16:36:19
29-C1,2025-05-13 16:36:19
29-C1,2025-05-13 16:36:19
29-C1,2025-05-13 16:36:19
999.99,2025-05-13 16:36:19
29-C1,2025-05-13 16:36:19
29-C1,2025-05-13 16:36:20
29-C1,2025-05-13 16:36:20
29-C1,2025-05-13 16:36:20
29-C1,2025-05-13 16:36:20
29-C1,2025-05-13 16:36:20
29-C1,2025-05-13 16:36:20
29-C1,2025-05-13 16:36:21
999.99,2025-05-13 16:36:22
29-C1,2025-05-13 16:36:22
29-C1,2025-05-13 16:36:23
29-C1,2025-05-13 16:36:23
29-C1,2025-05-13 16:36:23
29-C1,2025-05-13 16:36:24
29-C1,2025-05-13 16:36:24
29-C1,2025-05-13 16:36:25
29-C1,2025-05-13 16:36:26
29-C1,2025-05-13 16:36:26
29-C1,2025-05-13 16:36:26
29-C1,2025-05-13 16:36:27
29-C1,2025-05-13 16:36:27
29-C1,2025-05-13 16:36:27
29-C1,2025-05-13 16:36:27
29-C1,2025-05-13 16:36:27
29-C1,2025-05-13 16:36:28
29-C1,2025-05-13 16:36:28
29-C1,2025-05-13 16:36:28
29-C1,2025-05-13 16:36:28
29-C1,2025-05-13 16:36:29
29-C1,2025-05-13 16:36:29
29-C1,2025-05-13 16:36:29
29-C1,2025-05-13 16:36:29
29-C1,2025-05-13 16:36:30
29-C1,2025-05-13 16:36:30
29-C1,2025-05-13 16:36:30
29-C1,2025-05-13 16:36:35
29-C1,2025-05-13 16:36:36
29-C1,2025-05-13 16:36:36
29-C1,2025-05-13 16:36:36
29-L1,2025-05-13 16:36:37
999.99,2025-05-13 16:36:37
29-L1,2025-05-13 16:36:37
29-C1,2025-05-13 16:36:37
29-C1,2025-05-13 16:36:38
29-C1,2025-05-13 16:36:38
29-C1,2025-05-13 16:36:38
29-C1,2025-05-13 16:36:39
29 L1,2025-05-13 16:36:39
99,2025-05-13 16:36:40
74 (,2025-05-13 16:36:41
99,2025-05-13 16:36:41
99,2025-05-13 16:36:42
29-C1,2025-05-13 16:36:42
29-C1,2025-05-13 16:36:43
29-C1,2025-05-13 16:36:43
29-C1,2025-05-13 16:36:44
29-1,2025-05-13 16:36:44
29-C1,2025-05-13 16:36:45
29-C1,2025-05-13 16:36:45
990 99,2025-05-13 16:36:45
990 99,2025-05-13 16:36:45
99,2025-05-13 16:36:46
29-C1,2025-05-13 16:36:46
99,2025-05-13 16:36:46
99,2025-05-13 16:36:46
0nn,2025-05-13 16:36:47
99,2025-05-13 16:36:47
29 L1,2025-05-13 16:36:47
29 L1,2025-05-13 16:36:47
44,2025-05-13 16:36:48
99,2025-05-13 16:36:48
29-C1,2025-05-13 16:36:48
79 (1,2025-05-13 16:36:49
12-B1,2025-05-13 16:36:49
12-B1,2025-05-13 16:36:50
12-B1,2025-05-13 16:36:50
12-B1,2025-05-13 16:36:51
12-B1,2025-05-13 16:36:51
12-B1,2025-05-13 16:36:52
12-B1,2025-05-13 16:36:52
12-B1,2025-05-13 16:36:53
12-B1,2025-05-13 16:36:53
12-B1,2025-05-13 16:36:54
12-B1,2025-05-13 16:36:54
12-B1,2025-05-13 16:36:55
12-B1,2025-05-13 16:36:55
12-B1,2025-05-13 16:36:56
12-B1,2025-05-13 16:36:56
12-B1,2025-05-13 16:36:56
12-B1,2025-05-13 16:36:56
12-B1,2025-05-13 16:36:57
12-B1,2025-05-13 16:36:57
12-B1,2025-05-13 16:36:57
12-B1,2025-05-13 16:36:58
12-B1,2025-05-13 16:36:58
12-B1,2025-05-13 16:36:58
12-B1,2025-05-13 16:36:58
12-B1,2025-05-13 16:36:59
12-B1,2025-05-13 16:36:59
12-B1,2025-05-13 16:36:59
12-B1,2025-05-13 16:36:59
12-B1,2025-05-13 16:37:00
12-B1,2025-05-13 16:37:00
12-B1,2025-05-13 16:37:01
12-B1,2025-05-13 16:37:01
12-B1,2025-05-13 16:37:02
12-B1,2025-05-13 16:37:02
12-B1,2025-05-13 16:37:03
12-B1,2025-05-13 16:37:03
12-B1,2025-05-13 16:37:04
12-B1,2025-05-13 16:37:04
12-B1,2025-05-13 16:37:05
12-B1,2025-05-13 16:37:05
12-B1,2025-05-13 16:37:06
12-B1,2025-05-13 16:37:06
12-B1,2025-05-13 16:37:06
12-B1,2025-05-13 16:37:06
12-B1,2025-05-13 16:37:07
12-B1,2025-05-13 16:37:07
12-B1,2025-05-13 16:37:07
12-B1,2025-05-13 16:37:08
12-B1,2025-05-13 16:37:08
12-B1,2025-05-13 16:37:08
12-BI,2025-05-13 16:37:08
168.88,2025-05-13 16:37:09
12-B1,2025-05-13 16:37:09
12-B1,2025-05-13 16:37:09
12-B1,2025-05-13 16:37:10
12-B1,2025-05-13 16:37:10
12-B1,2025-05-13 16:37:10
12-B1,2025-05-13 16:37:10
12-B1,2025-05-13 16:37:11
12-B1,2025-05-13 16:37:11
12-B1,2025-05-13 16:37:11
12-B1,2025-05-13 16:37:12
12-B1,2025-05-13 16:37:13
12-B1,2025-05-13 16:37:13
12-B1,2025-05-13 16:37:14
12-B1,2025-05-13 16:37:14
12-B1,2025-05-13 16:37:15
12-B1,2025-05-13 16:37:16
6,2025-05-13 16:37:16
W,2025-05-13 16:37:16
'M,2025-05-13 16:37:18
12-B1,2025-05-13 16:37:19
12-B1,2025-05-13 16:37:19
1/,2025-05-13 16:37:19
17,2025-05-13 16:37:20
2-BI,2025-05-13 16:37:20
12H,2025-05-13 16:37:20
12-B1,2025-05-13 16:37:20
12-BT,2025-05-13 16:37:21
12-B1,2025-05-13 16:37:21
12-B1,2025-05-13 16:37:22
59.Y3,2025-05-13 16:37:23
59-Y3,2025-05-13 16:37:24
59,2025-05-13 16:37:24
59.Y3,2025-05-13 16:37:25
59.Y3,2025-05-13 16:37:25
59-Y3,2025-05-13 16:37:26
59.Y3,2025-05-13 16:37:26
